Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilCount,Price_per_sqm
Aberfeldie,40 Clifton St,4,h,1646000.0,S,Rendina,4/03/2017,9.1,3040.0,4.0,3.0,2.0,757.0,157.0,1950.0,Balwyn,-37.7606,144.8909,Western Metropolitan,1543.0,1070,1800.875273522976
Aberfeldie,26a Fawkner St,3,h,760000.0,SP,McDonald,7/11/2016,9.1,3040.0,3.0,1.0,1.0,321.0,240.0,1940.0,Balwyn,-37.757,144.89600000000004,Western Metropolitan,1543.0,1070,1354.7237076648842
Aberfeldie,21 May St,4,h,1346000.0,S,Nelson,8/10/2016,9.1,3040.0,2.0,2.0,2.0,559.0,204.0,1995.0,Balwyn,-37.7614,144.8925,Western Metropolitan,1543.0,1070,1764.089121887287
Aberfeldie,25 Valencia St,2,h,1300000.0,S,Rendina,8/10/2016,9.1,3040.0,3.0,1.0,5.0,528.0,187.0,1922.0,Balwyn,-37.7617,144.8987,Western Metropolitan,1543.0,1070,1818.1818181818182
Aberfeldie,2 May St,4,h,1150000.0,PI,Nelson,11/02/2017,9.1,3040.0,4.0,2.0,2.0,578.0,35.0,2010.0,Balwyn,-37.7614,144.8953,Western Metropolitan,1543.0,1070,1876.0195758564437
Aberfeldie,5 Aroona Ct,1,h,1720000.0,PI,Nelson,15/10/2016,9.1,3040.0,3.0,2.0,1.0,676.0,136.0,1965.0,Balwyn,-37.7632,144.898,Western Metropolitan,1543.0,1070,2118.2266009852215
Aberfeldie,25 Beaver St,2,h,1705000.0,S,Nelson,15/10/2016,9.1,3040.0,2.0,1.0,2.0,809.0,131.0,1980.0,Balwyn,-37.7587,144.9015,Western Metropolitan,1543.0,1070,1813.8297872340424
Aberfeldie,4 Brunel Ct,3,h,1190000.0,S,Barry,17/09/2016,9.1,3040.0,3.0,1.0,1.0,465.0,115.0,1950.0,Balwyn,-37.7626,144.8954,Western Metropolitan,1543.0,1070,2051.7241379310344
Aberfeldie,58 Waverley St,2,h,840000.0,VB,Brad,18/03/2017,9.1,3040.0,2.0,1.0,1.0,373.0,115.0,1940.0,Balwyn,-37.7604,144.9062,Western Metropolitan,1543.0,1070,1721.311475409836
Aberfeldie,29 Beaver St,5,h,1740000.0,S,Nelson,18/06/2016,9.1,3040.0,3.0,3.0,2.0,839.0,247.0,1925.0,Balwyn,-37.759,144.9015,Western Metropolitan,1543.0,1070,1602.2099447513813
Aberfeldie,40 Allan St,3,h,1860000.0,S,Rendina,19/11/2016,9.1,3040.0,3.0,2.0,2.0,311.0,240.0,1940.0,Balwyn,-37.7603,144.8921,Western Metropolitan,1543.0,1070,3375.6805807622504
Aberfeldie,14 Knight St,3,h,1195000.0,S,Nelson,19/11/2016,9.1,3040.0,3.0,2.0,2.0,496.0,186.0,1950.0,Balwyn,-37.7559,144.8991,Western Metropolitan,1543.0,1070,1752.1994134897361
Aberfeldie,2 May St,4,h,1200000.0,VB,Nelson,19/11/2016,9.1,3040.0,4.0,2.0,2.0,578.0,35.0,2010.0,Balwyn,-37.7614,144.8953,Western Metropolitan,1543.0,1070,1957.5856443719413
Aberfeldie,99 Fawkner St,4,h,1325000.0,PI,Weda,25/02/2017,9.1,3040.0,4.0,2.0,2.0,674.0,136.0,1965.0,Balwyn,-37.7617,144.8956,Western Metropolitan,1543.0,1070,1635.8024691358025
Aberfeldie,1/7 Derry St,2,h,670000.0,SP,Frank,27/11/2016,9.1,3040.0,2.0,1.0,2.0,0.0,103.0,1990.0,Balwyn,-37.76,144.9002,Western Metropolitan,1543.0,1070,6504.854368932039
Aberfeldie,47 Clifton St,4,h,1350000.0,S,Nelson,28/05/2016,9.1,3040.0,3.0,2.0,2.0,1076.0,180.0,1960.0,Balwyn,-37.7609,144.8905,Western Metropolitan,1543.0,1070,1074.8407643312103
Aberfeldie,32 Fawkner St,4,h,1330000.0,S,Nelson,6/05/2017,9.1,3040.0,4.0,2.0,2.0,273.0,240.0,2013.0,Balwyn,-37.7574,144.8959,Western Metropolitan,1543.0,1070,2592.5925925925926
Aberfeldie,2/65 Clifton St,3,h,1300000.0,S,Nelson,8/04/2017,9.1,3040.0,3.0,3.0,2.0,240.0,240.0,2013.0,Balwyn,-37.762,144.8916,Western Metropolitan,1543.0,1070,2708.3333333333335
Aberfeldie,3/4 Combermere St,2,h,470000.0,S,Barry,8/04/2017,9.1,3040.0,2.0,1.0,1.0,70.0,72.3,1980.0,Balwyn,-37.7564,144.9043,Western Metropolitan,1543.0,1070,3302.8812368236117
Aberfeldie,2 Derry St,4,h,1740000.0,PI,Nelson,29/04/2017,9.1,3040.0,4.0,2.0,2.0,746.0,161.0,1950.0,Balwyn,-37.7595,144.8993,Western Metropolitan,1543.0,1070,1918.412348401323
Aberfeldie,435 Buckley St,3,h,1210000.0,S,Nelson,24/06/2017,7.5,3040.0,3.0,1.0,6.0,645.0,136.0,1965.0,Balwyn,-37.75418,144.89016999999996,Western Metropolitan,1543.0,1070,1549.2957746478874
Aberfeldie,241 Buckley St,4,h,1380000.0,VB,Nelson,12/08/2017,7.5,3040.0,4.0,2.0,2.0,766.0,157.0,1950.0,Balwyn,-37.75595,144.90551000000005,Western Metropolitan,1543.0,1070,1495.124593716143
Aberfeldie,45 Afton St,3,h,2050000.0,SP,McDonald,22/07/2017,7.5,3040.0,3.0,2.0,6.0,402.0,115.0,1950.0,Balwyn,-37.76027,144.88953999999995,Western Metropolitan,1543.0,1070,3965.183752417795
Aberfeldie,5 Aroona Ct,3,h,1680000.0,SP,Raine,22/07/2017,7.5,3040.0,3.0,2.0,2.0,673.0,136.0,1965.0,Balwyn,-37.76316,144.89799,Western Metropolitan,1543.0,1070,2076.63782447466
Aberfeldie,18 Valencia St,5,h,1472000.0,S,Rendina,22/07/2017,7.5,3040.0,5.0,3.0,2.0,486.0,186.0,1950.0,Balwyn,-37.76111,144.89845,Western Metropolitan,1543.0,1070,2190.4761904761904
Aberfeldie,1 Alma St,4,h,1436000.0,S,Brad,3/09/2017,7.5,3040.0,4.0,3.0,3.0,511.0,187.0,1922.0,Balwyn,-37.75788,144.90487,Western Metropolitan,1543.0,1070,2057.3065902578796
Aberfeldie,1A Aberfeldie St,3,h,1195000.0,S,Nelson,9/09/2017,7.5,3040.0,3.0,2.0,2.0,381.0,115.0,1940.0,Balwyn,-37.75629,144.90626,Western Metropolitan,1543.0,1070,2409.2741935483873
Aberfeldie,13 Valencia St,4,h,1650000.0,SP,Barry,16/09/2017,7.5,3040.0,4.0,2.0,1.0,484.0,186.0,1950.0,Balwyn,-37.7609,144.89886,Western Metropolitan,1543.0,1070,2462.686567164179
Airport West,50 Bedford St,3,h,730000.0,VB,Nelson,3/12/2016,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,Balwyn,-37.7203,144.8755,Western Metropolitan,3464.0,1070,5034.482758620689
Airport West,50 Bedford St,3,h,770000.0,SP,Nelson,4/03/2017,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,Balwyn,-37.7203,144.8755,Western Metropolitan,3464.0,1070,5310.3448275862065
Airport West,23 Hart St,2,h,603000.0,S,Nelson,4/03/2017,13.5,3042.0,2.0,1.0,1.0,272.0,84.0,1950.0,Balwyn,-37.7294,144.888,Western Metropolitan,3464.0,1070,1693.8202247191011
Airport West,1/37 Hillside Gr,3,h,600000.0,S,Maddison,4/03/2017,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,Balwyn,-37.7273,144.8744,Western Metropolitan,3464.0,1070,1477.8325123152708
Airport West,54 Marshall Rd,3,h,720000.0,S,Barry,6/08/2016,13.5,3042.0,2.0,1.0,1.0,620.0,100.0,1975.0,Balwyn,-37.7173,144.8872,Western Metropolitan,3464.0,1070,1000.0
Airport West,36 Roberts Rd,4,h,785000.0,S,Considine,6/08/2016,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,1950.0,Balwyn,-37.7259,144.8792,Western Metropolitan,3464.0,1070,1084.254143646409
Airport West,11 Harrington Rd,6,h,725000.0,SP,Barry,7/05/2016,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,Balwyn,-37.7239,144.8735,Western Metropolitan,3464.0,1070,623.9242685025818
Airport West,3 Deidre Ct,3,h,895000.0,PI,Rendina,10/09/2016,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,Balwyn,-37.7249,144.8728,Western Metropolitan,3464.0,1070,748.3277591973244
Airport West,13 Etzel St,3,h,805000.0,S,Nelson,10/12/2016,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,Balwyn,-37.7217,144.8783,Western Metropolitan,3464.0,1070,7666.666666666667
Airport West,241 Parer Rd,5,h,755000.0,PI,Propertyau,14/05/2016,13.5,3042.0,3.0,2.0,2.0,596.0,127.0,1950.0,Balwyn,-37.7248,144.8699,Western Metropolitan,3464.0,1070,1044.2600276625174
Airport West,180 Parer Rd,3,h,830000.0,S,Barry,16/04/2016,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,Balwyn,-37.7186,144.876,Western Metropolitan,3464.0,1070,765.6826568265683
Airport West,43 Hillside Gr,3,h,670000.0,SP,Barry,16/07/2016,13.5,3042.0,3.0,2.0,2.0,657.0,146.0,1975.0,Balwyn,-37.7269,144.8742,Western Metropolitan,3464.0,1070,834.3711083437111
Airport West,174 Parer Rd,2,h,675000.0,S,Barry,16/07/2016,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,Balwyn,-37.7187,144.8765,Western Metropolitan,3464.0,1070,948.0337078651686
Airport West,138 Victory Rd,3,h,1042000.0,S,Nelson,16/07/2016,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,Balwyn,-37.7173,144.8796,Western Metropolitan,3464.0,1070,1325.6997455470737
Airport West,75 King St,3,h,910000.0,S,McDonald,17/09/2016,13.5,3042.0,3.0,1.0,1.0,775.0,163.0,1950.0,Balwyn,-37.7231,144.8835,Western Metropolitan,3464.0,1070,970.1492537313433
Airport West,6 Kittyhawk St,4,h,773000.0,S,Brad,17/09/2016,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,Balwyn,-37.7263,144.8679,Western Metropolitan,3464.0,1070,920.2380952380952
Airport West,478 Fullarton Rd,3,h,810000.0,PI,Barry,18/03/2017,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,Balwyn,-37.7285,144.8694,Western Metropolitan,3464.0,1070,1084.3373493975903
Airport West,144 Marshall Rd,3,h,715000.0,S,Rendina,18/03/2017,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,Balwyn,-37.7164,144.8792,Western Metropolitan,3464.0,1070,1304.7445255474452
Airport West,106 Parer Rd,3,h,790000.0,S,Nelson,18/03/2017,13.5,3042.0,3.0,1.0,3.0,614.0,174.0,1975.0,Balwyn,-37.7194,144.8827,Western Metropolitan,3464.0,1070,1002.5380710659898
Airport West,10 Hilbert Rd,3,h,685000.0,S,Barry,22/05/2016,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,Balwyn,-37.7226,144.8733,Western Metropolitan,3464.0,1070,989.8843930635838
Airport West,110 Halsey Rd,3,h,805000.0,S,Barry,22/08/2016,13.5,3042.0,3.0,1.0,1.0,623.0,146.0,1975.0,Balwyn,-37.7184,144.882,Western Metropolitan,3464.0,1070,1046.814044213264
Airport West,105a Victory Rd,3,h,612000.0,S,Nelson,22/08/2016,13.5,3042.0,3.0,2.0,1.0,212.0,101.37,1960.0,Balwyn,-37.7181,144.8824,Western Metropolitan,3464.0,1070,1952.962951144015
Airport West,117 Marshall Rd,3,h,662000.0,S,Brad,23/04/2016,13.5,3042.0,3.0,1.0,2.0,612.0,100.0,1975.0,Balwyn,-37.7169,144.8815,Western Metropolitan,3464.0,1070,929.7752808988764
Airport West,34 Moorna Dr,4,h,978000.0,S,Nelson,24/09/2016,13.5,3042.0,4.0,3.0,2.0,532.0,309.0,1980.0,Balwyn,-37.7263,144.869,Western Metropolitan,3464.0,1070,1162.9013079667063
Airport West,33 North St,3,h,720000.0,PI,Nelson,25/02/2017,13.5,3042.0,3.0,1.0,1.0,585.0,113.0,1975.0,Balwyn,-37.72,144.878,Western Metropolitan,3464.0,1070,1031.5186246418339
Airport West,49 Roberts Rd,4,h,765000.0,S,Prof.,27/11/2016,13.5,3042.0,4.0,1.0,2.0,509.0,217.0,1960.0,Balwyn,-37.7261,144.8785,Western Metropolitan,3464.0,1070,1053.719008264463
Airport West,85 Roberts Rd,4,h,900000.0,S,Harcourts,27/11/2016,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,Balwyn,-37.7256,144.8739,Western Metropolitan,3464.0,1070,1162.7906976744187
Airport West,48 Bedford St,3,h,872500.0,S,Nelson,8/04/2017,13.5,3042.0,3.0,1.0,1.0,594.0,127.0,1950.0,Balwyn,-37.7203,144.8757,Western Metropolitan,3464.0,1070,1210.124826629681
Airport West,33 Green St,3,h,720000.0,S,Brad,8/04/2017,13.5,3042.0,3.0,2.0,2.0,305.0,136.0,2008.0,Balwyn,-37.7284,144.8874,Western Metropolitan,3464.0,1070,1632.6530612244899
Airport West,25 Clydesdale Rd,3,h,985000.0,S,McDonald,29/04/2017,13.5,3042.0,3.0,1.0,1.0,841.0,113.0,1950.0,Balwyn,-37.7251,144.8785,Western Metropolitan,3464.0,1070,1032.4947589098533
Airport West,67 Halsey Rd,3,h,510000.0,VB,Nelson,29/04/2017,13.5,3042.0,3.0,1.0,1.0,488.0,217.0,1960.0,Balwyn,-37.7191,144.8857,Western Metropolitan,3464.0,1070,723.4042553191489
Airport West,118 Marshall Rd,3,h,640000.0,S,Nelson,1/07/2017,10.4,3042.0,3.0,1.0,2.0,219.0,101.37,1960.0,Balwyn,-37.71655,144.88155,Western Metropolitan,3464.0,1070,1997.6901707400818
Airport West,9 South Rd,3,h,961000.0,S,Nelson,1/07/2017,10.4,3042.0,3.0,1.0,2.0,717.0,163.0,1950.0,Balwyn,-37.72274,144.88002,Western Metropolitan,3464.0,1070,1092.0454545454545
Airport West,65 Clydesdale Rd,3,h,845000.0,S,Barry,3/06/2017,10.4,3042.0,3.0,1.0,2.0,589.0,127.0,1950.0,Balwyn,-37.72207,144.87905,Western Metropolitan,3464.0,1070,1180.167597765363
Airport West,72 Clydesdale Rd,3,h,1250000.0,S,Barry,3/06/2017,10.4,3042.0,3.0,1.0,1.0,773.0,163.0,1950.0,Balwyn,-37.72265,144.8793,Western Metropolitan,3464.0,1070,1335.4700854700855
Airport West,8 Kittyhawk St,4,h,1026000.0,S,Brad,3/06/2017,10.4,3042.0,0.0,3.0,2.0,534.0,309.0,1980.0,Balwyn,-37.72623,144.86773,Western Metropolitan,3464.0,1070,1217.081850533808
Airport West,4 Myrtle Gr,3,h,905000.0,S,Jellis,24/06/2017,10.4,3042.0,3.0,1.0,2.0,573.0,113.0,1965.0,Balwyn,-37.72908,144.88326999999995,Western Metropolitan,3464.0,1070,1319.2419825072886
Airport West,163 Halsey Rd,2,h,650000.0,S,Prime,27/05/2017,10.4,3042.0,2.0,1.0,3.0,374.0,96.0,1950.0,Balwyn,-37.71811,144.87693000000004,Western Metropolitan,3464.0,1070,1382.9787234042553
Airport West,34 Green St,3,h,1000001.0,S,Nelson,9/09/2017,10.4,3042.0,3.0,2.0,1.0,697.0,163.0,2017.0,Balwyn,-37.72812,144.88735,Western Metropolitan,3464.0,1070,1162.7918604651163
Airport West,78 Hawker St,3,h,1064000.0,S,Barry,9/09/2017,10.4,3042.0,3.0,1.0,1.0,767.0,163.0,1950.0,Balwyn,-37.7218,144.88391,Western Metropolitan,3464.0,1070,1144.0860215053763
Airport West,33 Bedford St,3,h,860000.0,S,Harcourts,23/09/2017,10.4,3042.0,3.0,2.0,2.0,593.0,127.0,1950.0,Balwyn,-37.72057,144.87558,Western Metropolitan,3464.0,1070,1194.4444444444443
Airport West,16 Highridge Cr,3,h,850000.0,S,Brad,23/09/2017,10.4,3042.0,3.0,1.0,2.0,551.0,96.0,1950.0,Balwyn,-37.72739,144.88235,Western Metropolitan,3464.0,1070,1313.7557959814528
Airport West,11 Grange Rd,3,h,975500.0,S,Barry,26/08/2017,10.4,3042.0,3.0,1.0,1.0,697.0,163.0,2017.0,Balwyn,-37.73254,144.88321000000005,Western Metropolitan,3464.0,1070,1134.3023255813953
Airport West,125 Parer Rd,3,h,880000.0,S,Jellis,26/08/2017,10.4,3042.0,3.0,1.0,3.0,626.0,146.0,1975.0,Balwyn,-37.71919000000001,144.87842,Western Metropolitan,3464.0,1070,1139.896373056995
Ascot Vale,30 Rothwell St,3,h,940000.0,S,Nelson,3/12/2016,5.9,3032.0,3.0,1.0,2.0,298.0,108.0,1920.0,Balwyn,-37.7777,144.9195,Western Metropolitan,6567.0,1070,2315.270935960591
Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,4/03/2017,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Balwyn,-37.7777,144.9221,Western Metropolitan,6567.0,1070,3059.866962305987
Ascot Vale,44 The Parade,4,h,1850000.0,S,Brad,4/03/2017,5.9,3032.0,4.0,3.0,1.0,478.0,270.0,1900.0,Balwyn,-37.7729,144.9179,Western Metropolitan,6567.0,1070,2473.2620320855617
Ascot Vale,97 Walter St,3,h,1284000.0,S,Woodards,4/03/2017,5.9,3032.0,3.0,1.0,2.0,623.0,149.0,1938.0,Balwyn,-37.7758,144.9089,Western Metropolitan,6567.0,1070,1663.2124352331607
Ascot Vale,98 Epsom Rd,3,h,971000.0,SP,Nelson,4/06/2016,5.9,3032.0,3.0,2.0,2.0,285.0,128.0,1900.0,Balwyn,-37.775,144.9091,Western Metropolitan,6567.0,1070,2351.089588377724
Ascot Vale,119 Roseberry St,2,h,750000.0,SP,Maddison,4/06/2016,5.9,3032.0,2.0,1.0,1.0,226.0,92.0,1920.0,Balwyn,-37.7745,144.9093,Western Metropolitan,6567.0,1070,2358.490566037736
Ascot Vale,10 Fenton St,2,h,1053000.0,S,Nelson,6/08/2016,5.9,3032.0,2.0,1.0,1.0,269.0,109.0,1900.0,Balwyn,-37.7748,144.929,Western Metropolitan,6567.0,1070,2785.714285714286
Ascot Vale,10 McCully St,3,h,1377000.0,S,Nelson,6/08/2016,5.9,3032.0,3.0,1.0,1.0,417.0,168.0,1900.0,Balwyn,-37.7756,144.9208,Western Metropolitan,6567.0,1070,2353.846153846154
Ascot Vale,120 Epsom Rd,3,h,970000.0,S,Brad,7/05/2016,5.9,3032.0,3.0,1.0,2.0,350.0,125.0,1904.0,Balwyn,-37.7759,144.91,Western Metropolitan,6567.0,1070,2042.1052631578948
Ascot Vale,47 Hurtle St,2,h,940000.0,S,Nelson,7/05/2016,5.9,3032.0,2.0,1.0,1.0,330.0,117.0,1900.0,Balwyn,-37.773,144.9049,Western Metropolitan,6567.0,1070,2102.9082774049216
Ascot Vale,4 The Parade,2,h,950000.0,SP,Raine,7/05/2016,5.9,3032.0,2.0,1.0,1.0,173.0,102.0,1900.0,Balwyn,-37.7731,144.9206,Western Metropolitan,6567.0,1070,3454.5454545454545
Ascot Vale,41 Monash St,3,h,1230000.0,S,Nelson,8/10/2016,5.9,3032.0,4.0,1.0,2.0,594.0,148.0,1960.0,Balwyn,-37.7819,144.9064,Western Metropolitan,6567.0,1070,1657.6819407008086
Ascot Vale,2/78 Ormond Rd,2,h,636500.0,S,Jellis,8/10/2016,5.9,3032.0,2.0,1.0,1.0,0.0,77.0,2004.0,Balwyn,-37.7738,144.9345,Western Metropolitan,6567.0,1070,8266.233766233767
Ascot Vale,83 Roseberry St,3,h,910000.0,S,Raine,8/10/2016,5.9,3032.0,3.0,1.0,0.0,317.0,117.0,1900.0,Balwyn,-37.7746,144.9112,Western Metropolitan,6567.0,1070,2096.7741935483873
Ascot Vale,51 Francis St,2,h,770000.0,PI,Nelson,10/09/2016,5.9,3032.0,2.0,1.0,1.0,226.0,87.0,1900.0,Balwyn,-37.7774,144.9186,Western Metropolitan,6567.0,1070,2460.063897763578
Ascot Vale,33 Dalgety Dr,3,h,960000.0,S,Walshe,10/12/2016,5.9,3032.0,3.0,2.0,2.0,229.0,92.0,2011.0,Balwyn,-37.7778,144.9065,Western Metropolitan,6567.0,1070,2990.654205607477
Ascot Vale,2 The Parade,2,h,965000.0,S,Nelson,10/12/2016,5.9,3032.0,2.0,1.0,1.0,170.0,102.0,1900.0,Balwyn,-37.7732,144.9206,Western Metropolitan,6567.0,1070,3547.794117647059
Ascot Vale,78 The Parade,3,h,1440000.0,S,Nelson,11/02/2017,5.9,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Balwyn,-37.7725,144.9146,Western Metropolitan,6567.0,1070,2330.097087378641
Ascot Vale,11 Ascot St,2,h,955000.0,S,Woodards,11/03/2017,5.9,3032.0,2.0,1.0,0.0,255.0,162.0,2000.0,Balwyn,-37.7825,144.9208,Western Metropolitan,6567.0,1070,2290.167865707434
Ascot Vale,2 Farncomb St,3,h,801000.0,S,Jellis,12/11/2016,5.9,3032.0,3.0,1.0,2.0,431.0,120.0,1950.0,Balwyn,-37.781,144.9207,Western Metropolitan,6567.0,1070,1453.7205081669692
Ascot Vale,26 Newsom St,3,h,1000000.0,PI,Brad,12/11/2016,5.9,3032.0,3.0,2.0,2.0,440.0,120.0,1955.0,Balwyn,-37.7746,144.9031,Western Metropolitan,6567.0,1070,1785.7142857142858
Ascot Vale,8 Pentland St,3,h,1435000.0,S,Nelson,12/11/2016,5.9,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Balwyn,-37.7737,144.904,Western Metropolitan,6567.0,1070,2113.40206185567
Ascot Vale,52 Monash St,3,h,1425000.0,PI,Jellis,13/08/2016,5.9,3032.0,3.0,2.0,2.0,495.0,139.0,1920.0,Balwyn,-37.7821,144.9055,Western Metropolitan,6567.0,1070,2247.634069400631
Ascot Vale,58 Fenton St,4,h,1340000.0,S,Nelson,14/05/2016,5.9,3032.0,3.0,2.0,2.0,683.0,232.0,1978.0,Balwyn,-37.775,144.93200000000004,Western Metropolitan,6567.0,1070,1464.48087431694
Ascot Vale,70 Munro St,3,h,955000.0,S,Brad,14/05/2016,5.9,3032.0,3.0,1.0,1.0,263.0,117.0,1910.0,Balwyn,-37.7753,144.9116,Western Metropolitan,6567.0,1070,2513.157894736842
Ascot Vale,125 Epsom Rd,4,h,1100000.0,VB,Nelson,15/10/2016,5.9,3032.0,4.0,2.0,5.0,559.0,195.0,1920.0,Balwyn,-37.7791,144.9136,Western Metropolitan,6567.0,1070,1458.8859416445623
Ascot Vale,33 Hockey La,3,h,1255000.0,S,Nelson,15/10/2016,5.9,3032.0,3.0,2.0,2.0,308.0,177.0,2010.0,Balwyn,-37.7759,144.9338,Western Metropolitan,6567.0,1070,2587.6288659793813
Ascot Vale,26 Ayr St,6,h,1430000.0,S,Nelson,16/04/2016,5.9,3032.0,4.0,2.0,1.0,461.0,286.0,1900.0,Balwyn,-37.78,144.9295,Western Metropolitan,6567.0,1070,1914.3239625167337
Ascot Vale,57 The Parade,3,h,940000.0,S,Nelson,16/04/2016,5.9,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Balwyn,-37.7727,144.9136,Western Metropolitan,6567.0,1070,1521.0355987055016
Ascot Vale,62 Mirams St,3,h,890000.0,SP,Brad,16/07/2016,5.9,3032.0,3.0,1.0,1.0,242.0,110.0,1920.0,Balwyn,-37.7765,144.9114,Western Metropolitan,6567.0,1070,2528.409090909091
Ascot Vale,67 Hurtle St,3,h,1180000.0,SP,Brad,17/09/2016,5.9,3032.0,3.0,2.0,2.0,617.0,149.0,1930.0,Balwyn,-37.7742,144.906,Western Metropolitan,6567.0,1070,1540.4699738903394
Ascot Vale,95 Walter St,4,h,1480000.0,S,Raine,17/09/2016,5.9,3032.0,4.0,2.0,2.0,597.0,180.0,1939.0,Balwyn,-37.7757,144.9088,Western Metropolitan,6567.0,1070,1904.7619047619048
Ascot Vale,15 Bayview Tce,2,h,1150000.0,S,Brad,18/03/2017,5.9,3032.0,2.0,1.0,1.0,387.0,92.0,1950.0,Balwyn,-37.7734,144.9191,Western Metropolitan,6567.0,1070,2400.8350730688935
Ascot Vale,57 Monash St,3,h,1350000.0,S,Brad,18/03/2017,5.9,3032.0,3.0,1.0,3.0,575.0,120.0,1940.0,Balwyn,-37.7828,144.9049,Western Metropolitan,6567.0,1070,1942.4460431654677
Ascot Vale,54 South St,5,h,1905000.0,S,Nelson,18/03/2017,5.9,3032.0,5.0,2.0,2.0,521.0,147.0,1950.0,Balwyn,-37.7778,144.9261,Western Metropolitan,6567.0,1070,2851.7964071856286
Ascot Vale,21A Geddes St,3,h,1037500.0,S,Alexkarbon,19/11/2016,5.9,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Balwyn,-37.7779,144.9133,Western Metropolitan,6567.0,1070,1684.2532467532467
Ascot Vale,126 The Parade,2,h,1010000.0,S,Brad,19/11/2016,5.9,3032.0,2.0,1.0,1.0,325.0,117.0,1900.0,Balwyn,-37.7722,144.9117,Western Metropolitan,6567.0,1070,2285.0678733031673
Ascot Vale,43 Bloomfield Rd,4,h,1430000.0,S,Nelson,22/05/2016,5.9,3032.0,4.0,2.0,0.0,418.0,158.0,1900.0,Balwyn,-37.7766,144.9187,Western Metropolitan,6567.0,1070,2482.6388888888887
Ascot Vale,45 Bloomfield Rd,3,h,1291000.0,S,Brad,23/04/2016,5.9,3032.0,3.0,1.0,2.0,414.0,168.0,1900.0,Balwyn,-37.7766,144.9185,Western Metropolitan,6567.0,1070,2218.213058419244
Ascot Vale,21 Middle St,3,h,1130000.0,S,Nelson,23/04/2016,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Balwyn,-37.7774,144.928,Western Metropolitan,6567.0,1070,2634.032634032634
Ascot Vale,78 Francis St,3,h,1135000.0,S,Brad,24/09/2016,5.9,3032.0,3.0,1.0,1.0,296.0,104.0,1910.0,Balwyn,-37.777,144.9176,Western Metropolitan,6567.0,1070,2837.5
Ascot Vale,25 Geddes St,4,h,950000.0,PI,Nelson,24/09/2016,5.9,3032.0,4.0,2.0,1.0,298.0,147.0,1920.0,Balwyn,-37.7778,144.9131,Western Metropolitan,6567.0,1070,2134.8314606741574
Ascot Vale,15 Mirams St,4,h,1345000.0,S,Jellis,25/02/2017,5.9,3032.0,4.0,1.0,1.0,552.0,155.0,1920.0,Balwyn,-37.7769,144.9138,Western Metropolitan,6567.0,1070,1902.4045261669023
Ascot Vale,44 Walter St,3,h,1381500.0,S,Barry,25/02/2017,5.9,3032.0,3.0,2.0,2.0,416.0,168.0,1900.0,Balwyn,-37.7727,144.9055,Western Metropolitan,6567.0,1070,2365.582191780822
Ascot Vale,25 Dalgety Dr,3,h,940000.0,S,Jellis,26/07/2016,5.9,3032.0,3.0,2.0,2.0,285.0,172.0,2011.0,Balwyn,-37.7778,144.9061,Western Metropolitan,6567.0,1070,2056.8927789934355
Ascot Vale,7 Dalgety Dr,3,h,995000.0,S,Nelson,26/07/2016,5.9,3032.0,3.0,2.0,1.0,314.0,177.0,2010.0,Balwyn,-37.7778,144.9042,Western Metropolitan,6567.0,1070,2026.4765784114054
Ascot Vale,37 Epsom Rd,3,h,1050000.0,SP,Frank,26/07/2016,5.9,3032.0,3.0,1.0,3.0,536.0,147.0,1950.0,Balwyn,-37.7728,144.9076,Western Metropolitan,6567.0,1070,1537.3352855051244
Ascot Vale,6 Waller Ct,3,h,786000.0,S,Brad,26/07/2016,5.9,3032.0,3.0,2.0,1.0,576.0,120.0,1940.0,Balwyn,-37.7816,144.9217,Western Metropolitan,6567.0,1070,1129.3103448275863
